id_diagnotisco;codigo;descripcion;id_tipo_origen;aplica_sexo
362;A89;INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA;4;A
363;A90;FIEBRE DEL DENGUE [DENGUE CLASICO];4;A
364;A91;FIEBRE DEL DENGUE HEMORRAGICO;4;A
365;A920;ENFERMEDAD POR VIRUS CHIKUNGUNYA;4;A
366;A921;FIEBRE DE O´NYONG-NYONG;4;A
367;A922;FIEBRE EQUINA VENEZOLANA;4;A
368;A923;FIEBRE DEL OESTE DEL NILO;4;A
369;A924;FIEBRE DEL VALLE DEL RIFT;4;A
370;A928;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS;4;A
371;A929;FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION;4;A
372;A930;ENFERMEDAD POR VIRUS DE OROPOUCHE;4;A
373;A931;FIEBRE TRANSMITIDA POR FLEBOTOMOS;4;A
374;A932;FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS;4;A
375;A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS;4;A
376;A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA;4;A
377;A950;FIEBRE AMARILLA SELVATICA;4;A
378;A951;FIEBRE AMARILLA URBANA;4;A
379;A959;FIEBRE AMARILLA, NO ESPECIFICADA;4;A
380;A960;FIEBRE HEMORRAGICA DE JUNIN;4;A
381;A961;FIEBRE HEMORRAGICA DE MACHUPO;4;A
382;A962;FIEBRE DE LASSA;4;A
383;A968;OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS;4;A
384;A969;FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION;4;A
385;A980;FIEBRE HEMORRAGICA DE CRIMEA-CONGO;4;A
386;A981;FIEBRE HEMORRAGICA DE OMSK;4;A
387;A982;ENFERMEDAD DE LA SELVA DE KYASANUR;4;A
388;A983;ENFERMEDAD POR EL VIRUS DE MARBURG;4;A
389;A984;ENFERMEDAD POR EL VIRUS DE EBOLA;4;A
390;A985;FIEBRES HEMORRAGICAS CON SINDROME RENAL;4;A
391;A988;OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS;4;A
392;A99;FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA;4;A
393;B000;ECZEMA HERPETICO;4;A
394;B001;DERMATITIS VESICULAR HERPETICA;4;A
395;B002;GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA;4;A
396;B003;MENINGITIS HERPETICA (G02.0*);4;A
397;B004;ENCEFALITIS HERPETICA (G05.1*);4;A
398;B005;OCULOPATIA HERPETICA;4;A
399;B007;ENFERMEDAD HERPETICA DISEMINADA;4;A
400;B008;OTRAS FORMAS DE INFECCIONES HERPETICAS;4;A
401;B009;INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA;4;A
402;B010;MENINGITIS DEBIDA A LA VARICELA (G02.0*);4;A
403;B011;ENCEFALITIS DEBIDA A LA VARICELA (G05.1*);4;A
404;B012;NEUMONIA DEBIDA A LA VARICELA (J17.1*);4;A
405;B018;VARICELA CON OTRAS COMPLICACIONES;4;A
406;B019;VARICELA SIN COMPLICACIONES;4;A
407;B020;ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1*);4;A
408;B021;MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*);4;A
409;B022;HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO;4;A
410;B023;HERPES ZOSTER OCULAR;4;A
411;B027;HERPES ZOSTER DISEMINADO;4;A
412;B028;HERPES ZOSTER CON OTRAS COMPLICACIONES;4;A
413;B029;HERPES ZOSTER SIN COMPLICACIONES;4;A
414;B03;VIRUELA;4;A
415;B04;VIRUELA DE LOS MONOS;4;A
416;B050;SARAMPION COMPLICADO CON ENCEFALITIS (G05.1*);4;A
417;B051;SARAMPION COMPLICADO CON MENINGITIS (G02.0*);4;A
418;B052;SARAMPION COMPLICADO CON NEUMONIA (J17.1*);4;A
419;B053;SARAMPION COMPLICADO CON OTITIS MEDIA (H67.1*);4;A
420;B054;SARAMPION CON COMPLICACIONES INTESTINALES;4;A
421;B058;SARAMPION CON OTRAS COMPLICACIONES;4;A
422;B059;SARAMPION SIN COMPLICACIONES;4;A
423;B060;RUBEOLA CON COMPLICACIONES NEUROLOGICAS;4;A
424;B068;RUBEOLA CON OTRAS COMPLICACIONES;4;A
425;B069;RUBEOLA SIN COMPLICACIONES;4;A
426;B07;VERRUGAS VIRICAS;4;A
427;B080;OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS;4;A
428;B081;MOLUSCO CONTAGIOSO;4;A
429;B082;EXANTEMA SUBITO [SEXTA ENFERMEDAD];4;A
430;B083;ERITEMA INFECCIOSO [QUINTA ENFERMEDAD];4;A
431;B084;ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA;4;A
432;B085;FARINGITIS VESICULAR ENTEROVIRICA;4;A
433;B088;OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS;4;A
434;B09;INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS;4;A
435;B150;HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO;4;A
436;B159;HEPATITIS AGUDA TIPO A, CON COMA HEPATICO;4;A
437;B160;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO;4;A
438;B161;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO;4;A
439;B162;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO;4;A
440;B169;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO;4;A
441;B170;INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B;4;A
442;B171;HEPATITIS AGUDA TIPO C;4;A
443;B172;HEPATITIS AGUDA TIPO E;4;A
444;B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS;4;A
445;B180;HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA;4;A
446;B181;HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA;4;A
447;B182;HEPATITIS VIRAL TIPO C CRONICA;4;A
448;B188;OTRAS HEPATITIS VIRALES CRONICAS;4;A
449;B189;HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION;4;A
450;B190;HEPATITIS VIRAL NO ESPECIFICADA CON COMA;4;A
451;B199;HEPATITIS VIRAL NO ESPECIFICADA SIN COMA;4;A
452;B200;ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS;3;A
453;B201;ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS;3;A
454;B202;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS;3;A
455;B203;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES;3;A
456;B204;ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS;3;A
457;B205;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS;3;A
458;B206;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII;3;A
459;B207;ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES;3;A
460;B208;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS;3;A
461;B209;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA;3;A
462;B210;ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI;3;A
463;B211;ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT;3;A
464;B212;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN;3;A
465;B213;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS;3;A
466;B217;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES;3;A
467;B218;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS;3;A
468;B219;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS;3;A
469;B220;ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA;3;A
470;B221;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL;3;A
471;B222;ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO;3;A
472;B227;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE;3;A
473;B230;SINDROME DE INFECCION AGUDA DEBIDA A VIH;3;A
474;B231;ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE);3;A
475;B232;ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE;3;A
476;B238;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS;3;A
477;B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION;3;A
478;B250;NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*);4;A
479;B251;HEPATITIS DEBIDA A VIRUS CITOMEGALICO;4;A
480;B252;PANCREATITIS DEBIDA A VIRUS CITOMEGALICO;4;A
481;B258;OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO;4;A
482;B259;ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA;4;A
483;B260;ORQUITIS POR PAROTIDITIS (N51.1*);4;A
484;B261;MENINGITIS POR PAROTIDITIS (G02.0*);4;A
485;B262;ENCEFALITIS POR PAROTIDITIS (G05.1*);4;A
486;B263;PANCREATITIS POR PAROTIDITIS (K87.1*);4;A
487;B268;PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES;4;A
488;B269;PAROTIDITIS, SIN COMPLICACIONES;4;A
489;B270;MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA;4;A
490;B271;MONONUCLEOSIS POR CITOMEGALOVIRUS;4;A
491;B278;OTRAS MONONUCLEOSIS INFECCIOSAS;4;A
492;B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA;4;A
493;B300;QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*);4;A
494;B301;CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*);4;A
495;B302;FARINGOCONJUNTIVITIS VIRAL;4;A
496;B303;CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*);4;A
497;B308;OTRAS CONJUNTIVITIS VIRALES (H13.1*);4;A
498;B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION;4;A
499;B330;MIALGIA EPIDEMICA;4;A
500;B331;ENFERMEDAD DEL RIO ROSS;4;A
501;B332;CARDITIS VIRAL;4;A
502;B333;INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE;4;A
503;B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS;4;A
504;B340;INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION;4;A
505;B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION;4;A
506;B342;INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION;4;A
507;B343;INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION;4;A
508;B344;INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION;4;A
509;B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO;4;A
510;B349;INFECCION VIRAL, NO ESPECIFICADA;4;A
511;B350;TIÑA DE LA BARBA Y DEL CUERO CABELLUDO;4;A
512;B351;TIÑA DE LAS UÑAS;4;A
513;B352;TIÑA DE LA MANO;4;A
514;B353;TIÑA DEL PIE [TINEA PEDIS];4;A
515;B354;TIÑA DEL CUERPO [TINEA CORPORIS];4;A
516;B355;TIÑA IMBRICADA [TINEA IMBRICATA];4;A
517;B356;TIÑA INGUINAL [TINEA CRURIS];4;A
518;B358;OTRAS DERMATOFITOSIS;4;A
519;B359;DERMATOFITOSIS, NO ESPECIFICADA;4;A
520;B360;PITIRIASIS VERSICOLOR;4;A
521;B361;TIÑA NEGRA;4;A
522;B362;PIEDRA BLANCA;4;A
523;B363;PIEDRA NEGRA;4;A
524;B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS;4;A
525;B369;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION;4;A
526;B370;ESTOMATITIS CANDIDIASICA;4;A
527;B371;CANDIDIASIS PULMONAR;4;A
528;B372;CANDIDIASIS DE LA PIEL Y DE LAS UÑAS;4;A
529;B373;CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*);4;F
530;B374;CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES;4;A
531;B375;MENINGITIS DEBIDA A CANDIDA (G02.1*);4;A
532;B376;ENDOCARDITIS DEBIDA A CANDIDA (I39.8*);4;A
533;B377;SEPTICEMIA DEBIDA A CANDIDA;4;A
534;B378;CANDIDIASIS DE OTROS SITIOS;4;A
535;B379;CANDIDIASIS, NO ESPECIFICADA;4;A
536;B380;COCCIDIOIDOMICOSIS PULMONAR AGUDA;4;A
537;B381;COCCIDIOIDOMICOSIS PULMONAR CRONICA;4;A
538;B382;COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION;4;A
539;B383;COCCIDIOIDOMICOSIS CUTANEA;4;A
540;B384;MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1*);4;A
541;B387;COCCIDIOIDOMICOSIS DISEMINADA;4;A
542;B388;OTRAS FORMAS DE COCCIDIOIDOMICOSIS;4;A
543;B389;COCCIDIOIDOMICOSIS, NO ESPECIFICADA;4;A
544;B390;INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM;4;A
545;B391;INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM;4;A
546;B392;INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION;4;A
547;B393;INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM;4;A
548;B394;HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION;4;A
549;B395;INFECCION DEBIDA A HISTOPLASMA DUBOISII;4;A
550;B399;HISTOPLASMOSIS, NO ESPECIFICADA;4;A
551;B400;BLASTOMICOSIS PULMONAR AGUDA;4;A
552;B401;BLASTOMICOSIS PULMONAR CRONICA;4;A
553;B402;BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION;4;A
554;B403;BLASTOMICOSIS CUTANEA;4;A
555;B407;BLASTOMICOSIS DISEMINADA;4;A
556;B408;OTRAS FORMAS DE BLASTOMICOSIS;4;A
557;B409;BLASTOMICOSIS, NO ESPECIFICADA;4;A
558;B410;PARACOCCIDIOIDOMICOSIS PULMONAR;4;A
559;B417;PARACOCCIDIOIDOMICOSIS DISEMINADA;4;A
560;B418;OTRAS FORMAS PARACOCCIDIOIDOMICOSIS;4;A
561;B419;PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA;4;A
562;B420;ESPOROTRICOSIS PULMONAR (J99.8*);4;A
563;B421;ESPOROTRICOSIS LINFOCUTANEA;4;A
564;B427;ESPOROTRICOSIS DISEMINADA;4;A
565;B428;OTRAS FORMAS DE ESPOROTRICOSIS;4;A
566;B429;ESPOROTRICOSIS, NO ESPECIFICADA;4;A
567;B430;CROMOMICOSIS CUTANEA;4;A
568;B431;ABSCESO CEREBRAL FEOMICOTICO;4;A
569;B432;ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO;4;A
570;B438;OTRAS FORMAS DE CROMOMICOSIS;4;A
571;B439;CROMOMICOSIS, NO ESPECIFICADA;4;A
572;B440;ASPERGILOSIS PULMONAR INVASIVA;4;A
573;B441;OTRAS ASPERGILOSIS PULMONARES;4;A
574;B442;ASPERGILOSIS AMIGDALINA;4;A
575;B447;ASPERGILOSIS DISEMINADA;4;A
576;B448;OTRAS FORMAS DE ASPERGILOSIS;4;A
577;B449;ASPERGILOSIS, NO ESPECIFICADA;4;A
578;B450;CRIPTOCOCOSIS PULMONAR;4;A
579;B451;CRIPTOCOCOSIS CEREBRAL;4;A
580;B452;CRIPTOCOCOSIS CUTANEA;4;A
581;B453;CRIPTOCOCOSIS OSEA;4;A
582;B457;CRIPTOCOCOSIS DISEMINADA;4;A
583;B458;OTRAS FORMAS DE CRIPTOCOCOSIS;4;A
584;B459;CRIPTOCOCOSIS, NO ESPECIFICADA;4;A
585;B460;MUCORMICOSIS PULMONAR;4;A
586;B461;MUCORMICOSIS RINOCEREBRAL;4;A
587;B462;MUCORMICOSIS GASTROINTESTINAL;4;A
588;B463;MUCORMICOSIS CUTANEA;4;A
589;B464;MUCORMICOSIS DISEMINADA;4;A
590;B465;MUCORMICOSIS, SIN OTRA ESPECIFICACION;4;A
591;B468;OTRAS CIGOMICOSIS;4;A
592;B469;CIGOMICOSIS, NO ESPECIFICADA;4;A
593;B470;EUMICETOMA;4;A
594;B471;ACTINOMICETOMA;4;A
595;B479;MICETOMA, NO ESPECIFICADO;4;A
596;B480;LOBOMICOSIS;4;A
597;B481;RINOSPORIDIOSIS;4;A
598;B482;ALESQUERIASIS;4;A
599;B483;GEOTRICOSIS;4;A
600;B484;PENICILOSIS;4;A
601;B487;MICOSIS OPORTUNISTAS;4;A
602;B488;OTRAS MICOSIS ESPECIFICADAS;4;A
603;B49;MICOSIS, NO ESPECIFICADA;4;A
604;B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES;4;A
605;B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM;4;A
606;B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION;4;A
607;B510;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA;4;A
608;B518;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES;4;A
609;B519;PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES;4;A
610;B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA;4;A
611;B528;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES;4;A
612;B529;PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES;4;A
613;B530;PALUDISMO DEBIDO A PLASMODIUM AVALE;4;A
614;B531;PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS;4;A
615;B538;OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA PARTE;4;A
616;B54;PALUDISMO [MALARIA] NO ESPECIFICADO;4;A
617;B550;LEIISHMANIASIS VISCERAL;4;A
618;B551;LEISHMANIASIS CUTANEA;4;A
619;B552;LEISHMANIASIS MUCOCUTANEA;4;A
620;B559;LEISHMANIASIS, NO ESPECIFICADA;4;A
621;B560;TRIPANOSOMIASIS GAMBIENSE;4;A
622;B561;TRIPANOSOMIASIS RHODESIENSE;4;A
623;B569;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN;4;A
624;B570;ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (141.2*, 198.1*);4;A
625;B571;ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON;4;A
626;B572;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON ;4;A
627;B573;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO;4;A
628;B574;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO;4;A
629;B575;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS;4;A
630;B580;OCULOPATIA DEBIDA A TOXOPLASMA;4;A
631;B581;HEPATITIS DEBIDA A TOXOPLASMA (K77.0*);4;A
632;B582;MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2*);4;A
633;B583;TOXOPLASMOSIS PULMONAR (J17.3*);4;A
634;B588;TOXOPLASMOSIS CON OTRO ORGANO AFECTADO;4;A
635;B589;TOXOPLASMOSIS, NO ESPECIFICADA;4;A
636;B59;NEUMOCISTOSIS (J17.3*);4;A
637;B600;BABESIOSIS;4;A
638;B601;ACANTAMEBIASIS;4;A
639;B602;NAEGLERIASIS;4;A
640;B608;OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZARIOS;4;A
641;B64;ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA;4;A
642;B650;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM [ESQUISTOSOMIASIS URINARIA];4;A
643;B651;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL];4;A
644;B652;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM;4;A
645;B653;DERMATITIS POR CERCARIAS;4;A
646;B658;OTRAS ESQUISTOSOMIASIS;4;A
647;B659;ESQUISTOSOMIASIS, NO ESPECIFICADA;4;A
648;B660;OPISTORQUIASIS;4;A
649;B661;CLONORQUIASIS;4;A
650;B662;DICROCOELIASIS;4;A
651;B663;FASCIOLIASIS;4;A
652;B664;PARAGONIMIASIS;4;A
653;B665;FASCIOLOPSIASIS;4;A
654;B668;OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS;4;A
655;B669;INFECCION DEBIDA A TREMATODOS, NO ESPECIFICADA;4;A
656;B670;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS;4;A
657;B671;INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS;4;A
658;B672;INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS;4;A
659;B673;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS;4;A
660;B674;INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACION;4;A
661;B675;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS;4;A
662;B676;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS;4;A
663;B677;INFECCION DEBIDA A ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACION;4;A
664;B678;EQUINOCOCOSIS DEL HIGADO, NO ESPECIFICADA;4;A
665;B679;EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA;4;A
666;B680;TENIASIS DEBIDA A TAENIA SOLIUM;4;A
667;B681;INFECCION DEBIDA A TAENIA SAGINATA;4;A
668;B689;TENIASIS, NO ESPECIFICADA;4;A
669;B690;CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL;4;A
670;B691;CISTICERCOSIS DEL OJO;4;A
671;B698;CISTICERCOSIS DE OTROS SITIOS;4;A
672;B699;CISTICERCOSIS, NO ESPECIFICADA;4;A
673;B700;DIFILOBOTRIASIS INTESTINAL;4;A
674;B701;ESPARGANOSIS;4;A
675;B710;HIMENOLEPIASIS;4;A
676;B711;DIPILIDIASIS;4;A
677;B718;OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS;4;A
678;B719;INFECCION DEBIDA A CESTODOS, NO ESPECIFICADA;4;A
679;B72;DRACONTIASIS;4;A
680;B73;ONCOCERCOSIS;4;A
681;B740;FILARIASIS DEBIDA A WUCHERERIA BANCROFTI;4;A
682;B741;FILARIASIS DEBIDA A BRUGIA MALAYI;4;A
683;B742;FILARIASIS DEBIDA A BRUGIA TIMORI;4;A
684;B743;LOAIASIS;4;A
685;B744;MANSONELIASIS;4;A
686;B748;OTRAS FILARIASIS;4;A
687;B749;FILARIASIS, NO ESPECIFICADA;4;A
688;B75;TRIQUINOSIS;4;A
689;B760;ANQUILOSTOMIASIS;4;A
690;B761;NECATORIASIS;4;A
691;B768;OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS;4;A
692;B769;ENFERMEDAD DEBIDA A ANQUILOSTOMAS, NO ESPECIFICADA;4;A
693;B770;ASCARIASIS CON COMPLICACIONES INTESTINALES;4;A
694;B778;ASCARIASIS CON OTRAS COMPLICACIONES;4;A
695;B779;ASCARIASIS, NO ESPECIFICADA;4;A
696;B780;ESTRONGILOIDIASIS INTESTINAL;4;A
697;B781;ESTRONGILOIDIASIS CUTANEA;4;A
698;B787;ESTRONGILOIDIASIS DISEMINADA;4;A
699;B789;ESTRONGILOIDIASIS, NO ESPECIFICADA;4;A
700;B79;TRICURIASIS;4;A
701;B80;ENTEROBIASIS;4;A
702;B810;ANISAQUIASIS;4;A
703;B811;CAPILARIASIS INTESTINAL;4;A
704;B812;TRICOESTRONGILIASIS;4;A
705;B813;ANGIOESTRONGILIASIS INTESTINAL;4;A
706;B814;HELMINTIASIS INTESTINAL MIXTA;4;A
707;B818;OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS;4;A
708;B820;HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACION;4;A
709;B829;PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION;4;A
710;B830;LARVA MIGRANS VISCERAL;4;A
711;B831;GNATOSTOMIASIS;4;A
712;B832;ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS;4;A
713;B833;SINGAMIASIS;4;A
714;B834;HIRUDINIASIS INTERNA;4;A
715;B838;OTRAS HELMINTIASIS ESPECIFICADAS;4;A
716;B839;HELMINTIASIS, NO ESPECIFICADA;4;A
717;B850;PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS;4;A
718;B851;PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS;4;A
719;B852;PEDICULOSIS, SIN OTRA ESPECIFICACION;4;A
720;B853;PHTHIRIASIS;4;A
721;B854;PEDICULOSIS Y PHTHIRIASIS MIXTAS;4;A
722;B86;ESCABIOSIS;4;A
723;B870;MIASIS CUTANEA;4;A
724;B871;MIASIS EN HERIDAS;4;A
725;B872;MIASIS OCULAR;4;A
726;B873;MIASIS NASOFARINGEA;4;A
727;B874;MIASIS AURAL;4;A
728;B878;MIASIS DE OTROS SITIOS;4;A
729;B879;MIASIS, NO ESPECIFICADA;4;A
730;B880;OTRAS ACARIASIS;4;A
731;B881;TUNGIASIS [INFECCION DEBIDA A PULGA DE ARENA];4;A
732;B882;OTRAS INFESTACIONES DEBIDAS A ARTROPODOS;4;A
733;B883;HIRUDINIASIS EXTERNA;4;A
