id;id_tarifario;codigo_cups;rango_desde;rango_hasta
19301;5;14420;0;150
19302;5;14421;0;150
19303;5;14422;0;150
19304;5;14423;0;150
19305;5;14424;0;150
19306;5;14425;0;150
19307;5;14426;0;150
19308;5;14427;0;150
19309;5;14428;0;150
19310;5;14429;0;150
19311;5;14430;0;150
19312;5;14431;0;150
19313;5;14432;0;150
19314;5;14500;0;150
19315;5;14501;0;150
19316;5;14502;0;150
19317;5;14503;0;150
19318;5;14510;0;150
19319;5;14511;0;150
19320;5;14512;0;150
19321;5;14513;0;150
19322;5;14514;0;150
19323;5;14515;0;150
19324;5;14516;0;150
19325;5;14517;0;150
19326;5;14518;0;150
19327;5;14519;0;150
19328;5;14520;0;150
19329;5;14521;0;150
19330;5;14522;0;150
